company_id,company,industry,confidence,reason,postings,example_titles,example_roles,example_queries
1075,"V-Soft Consulting Group, Inc.",Technology,high,Data science in IT consulting.,3,Data Scientist Senior; Business Analyst III; Data Engineer/Architect III,Data Scientist; Business Analyst; Data Engineer,data scientist; business analyst; data engineer
1076,"V.L.S. Systems, Inc",Government / Public Sector,medium,Software engineering for state projects.,1,Software Engineer-IV,Other Data/Analytics Role,database analyst
1077,VDart Inc,Technology,high,Data analysis in IT.,1,Data Analyst,Data Analyst,database analyst
1078,"VDart, Inc.",Energy / Utilities,high,Financial analysis in energy sector.,1,Financial Analyst,Financial Analyst,financial analyst
1079,VIVA USA INC,Technology,medium,Operations analysis in IT.,2,Deployment Operations Analyst; Software Engineer,Operations Analyst; Other Data/Analytics Role,operations analyst; database analyst
1080,VLinc,Technology,high,Reporting analysis in IT.,1,Project Reporting Analyst,Reporting Analyst,reporting analyst
1081,VSB Tech Consulting Services,Consulting / Professional Services,medium,Business analysis in consulting.,1,Business Analyst,Business Analyst,business analyst
1082,VSG Business Solutions LLC,Technology,high,Product analysis in IT.,1,Product Analyst,Product Analyst,product analyst
1083,VSolvit,Government / Public Sector,high,Capture management for federal contracts.,1,CAPTURE MANAGER with Security Clearance,Market Research Analyst,market research analyst
1084,Vaco by Highspring,Consulting / Professional Services,high,Data analysis in various sectors.,8,Data Analyst; Staff Data Scientist; Business Analyst; Data Engineer,Data Analyst; Data Scientist; Business Analyst; Data Engineer,data analyst; data scientist; business analyst; data engineer
1085,Valueprosite,Technology,high,Data science in IT.,1,data scientist,Data Scientist,data scientist
1086,"Varite, Inc.",Finance & Insurance,high,Banking and financial services roles.,1,Business/Data Analyst,Business Analyst,data analyst
1087,Vbeyond Corporation,Technology,high,Data engineering in IT.,1,Data Engineer,Data Engineer,data engineer
1088,Veloc Inc.,Technology,high,Data engineering in IT.,2,Data Engineer,Data Engineer,data engineer
1089,Vera Bradley,Retail / E-commerce,high,Reporting analysis in retail.,1,Sr. Reporting Analyst,Reporting Analyst,reporting analyst
1090,Vertex Education,Education,high,Education services provider.,1,Senior Director of Business Intelligence,Business Intelligence,business intelligence
1091,Vertiv Group,Technology,medium,Change analysis in IT.,1,Change Analyst,Other Data/Analytics Role,database analyst
1092,Vets Hired,Government / Public Sector,medium,Technical support for government systems.,1,Network Engineer III,Other Data/Analytics Role,database analyst
1093,Vimerse Infotech Inc,Technology,high,Product analysis in tech.,1,Technical Product Analyst,Product Analyst,product analyst
1094,Virisha LLC,Technology,high,Data engineering in IT.,1,DATA ENGINEER,Data Engineer,data engineer
1095,Visionaire Partners,Technology,high,Data analysis in IT.,1,Data Analyst,Data Analyst,data analyst
1096,Visionary Innovative Technology Solutions,Finance & Insurance,high,Financial services background required.,1,Data Engineer,Data Engineer,data engineer
1097,Visionary Innovative Technology Solutions LLC,Technology,high,Data engineering in IT.,2,Data Engineer; GCP Data Engineer,Data Engineer,data engineer
1098,Visit Grand Junction,Consulting / Professional Services,medium,Business analysis in tourism.,1,Business Analyst,Business Analyst,business analyst
1099,Vistra Corp,Energy / Utilities,high,Data analysis in energy sector.,2,Lead Data Analyst; Principal Data Engineer,Data Analyst; Data Engineer,data analyst; data engineer
1100,Visual Comfort & Co,Retail / E-commerce,high,Marketing analytics in retail.,1,Marketing Analytics Manager,Analytics Manager,analytics manager
1101,Vitamix,Manufacturing,high,Known for high-performance blenders.,1,Sales Analytics Manager,Analytics Manager,analytics manager
1102,Vitol,Finance & Insurance,high,Focus on financial reporting and analysis.,1,Financial Reporting Analyst,Financial Analyst,reporting analyst
1103,Vrddhi Solutions,Technology,high,Involves data engineering and IT roles.,1,Data Engineer,Data Engineer,data engineer
1104,Vsolvit,Government / Public Sector,high,Works with federal government contracts.,1,Capture Manager,Other Data/Analytics Role,market research analyst
1105,WK&T,Other / Unknown,medium,Involves central office facilities and systems.,1,Information Technology Specialist,Other Data/Analytics Role,database analyst
1106,WM,Energy / Utilities,high,Focus on heavy equipment utilization in energy.,2,Fleet Reporting Analyst,Reporting Analyst,reporting analyst
1107,WSFS Bank,Finance & Insurance,high,Commercial equipment finance services.,1,Data Reporting Analyst,Reporting Analyst,reporting analyst
1108,Walmart,Retail / E-commerce,high,Data initiatives for Walmart's B2B operations.,2,"Senior, Data Analyst",Data Analyst,market research analyst
1109,Wandata Tech,Technology,medium,Involves data analysis and business insights.,12,Data Analyst; Financial Analyst,Data Analyst; Financial Analyst,data analyst; financial analyst
1110,Watson Clinic,Healthcare,high,Database management in a clinical setting.,1,Senior Database Analyst,Database Role,database analyst
1111,Wb Mfg,Other / Unknown,low,General product analysis without clear industry.,1,Product Analyst Intern,Product Analyst,product analyst
1112,Wellington Management,Finance & Insurance,high,Investment management capabilities.,1,Product Reporting Analyst,Reporting Analyst,reporting analyst
1113,West Fraser,Manufacturing,medium,Supports capital planning in manufacturing.,1,"Financial Analyst -Senior, Capital Planning",Financial Analyst,financial analyst
1114,Western & Southern Financial Group,Finance & Insurance,high,Focus on financial services and database management.,1,Servicenow Configuration Management Database Analyst III,Database Role,database analyst
1115,Whiz Global LLC,Technology,high,Involves cloud security architecture.,1,Senior Data Scientist,Data Scientist,data scientist
1116,WiSC Enterprises,Government / Public Sector,high,Provides support to government programs.,1,Technical Advisor,Other Data/Analytics Role,database analyst
1117,Wilson Connectivity,Technology,high,Focus on connectivity solutions.,1,Data Analytics Manager,Analytics Manager,analytics manager
1118,Windsor Fashions,Retail / E-commerce,medium,Product analysis for eCommerce initiatives.,1,Lead Product Analyst,Product Analyst,product analyst
1119,Wintrust,Finance & Insurance,high,Community banking and financial services.,1,BSA Analytics Manager,Analytics Manager,analytics manager
1120,Wireless Vision,Retail / E-commerce,medium,Reporting for a retail organization.,1,Reporting Analyst,Reporting Analyst,reporting analyst
1121,WiserHunt Inc.,Finance & Insurance,high,Financial analysis for various clients.,1,Financial Analyst,Financial Analyst,financial analyst
1122,Woodland School District 50,Education,medium,Data analytics in a school district.,1,Data Analytics Manager,Analytics Manager,analytics manager
1123,World Bank Group,Government / Public Sector,high,Works with global financial institutions.,1,Product Analyst,Product Analyst,product analyst
1124,Worldhire,Other / Unknown,low,Marketing and analyst relations without clear industry.,1,Manager,Other Data/Analytics Role,market research analyst
1125,Worldpay,Finance & Insurance,high,Payments processing and financial services.,1,Product Analyst,Product Analyst,product analyst
1126,Writer,Technology,high,AI-powered work solutions.,1,Product analyst,Product Analyst,product analyst
1127,XTGlobal,Technology,high,Analytics reporting services.,1,Sr. Reporting Analyst with Tableau:: 100%,Reporting Analyst,reporting analyst
1128,Xcede Group Inc.,Technology,high,Business intelligence and analytics.,1,Business Intelligence Engineer,Business Intelligence,business intelligence
1129,Xecutive Recruitment Inc.,Finance & Insurance,high,Financial reporting and analysis.,1,Financial Analyst,Financial Analyst,financial analyst
1130,Xerox,Technology,high,Product analysis in tech solutions.,1,Technical Product Analyst,Product Analyst,product analyst
1131,Xerxes Global,Consulting / Professional Services,medium,Advisory services in analytics.,1,Analytics Manager,Analytics Manager,analytics manager
1132,Xoriant Corporation,Technology,high,Data analysis and engineering roles.,5,Data Analyst II; Business/Data Analyst; Business Analyst -; Data Engineer,Data Analyst; Business Analyst; Data Engineer,data analyst; business analyst; data engineer; database analyst
1133,Yami,Retail / E-commerce,medium,Market research for product offerings.,1,Procurement Operations Specialist,Market Research Analyst,market research analyst
1134,ZIM Integrated Shipping Services,Transportation / Logistics,high,Shipping services and operations.,1,Sales Operations Analyst,Operations Analyst,operations analyst
1135,"Zachary Piper Solutions, LLC",Government / Public Sector,high,Database management for government operations.,1,SQL Database Analyst with Security Clearance,Database Role,database analyst
1136,Zealogics,Technology,high,Business analysis in tech.,1,Senior Business analyst,Business Analyst,database analyst
1137,Zekelman,Manufacturing,medium,Product analysis in manufacturing.,1,Product Analyst,Product Analyst,product analyst
1138,Zfinity Global,Technology,high,Database analysis in IT.,1,PeopleSoft Database Analyst -IV,Database Role,database analyst
1139,Zimmerman Advertising,Media / Entertainment,medium,Data science in marketing and media.,1,Data Scientist,Data Scientist,data scientist
1140,Zions Bancorporation,Finance & Insurance,high,Marketing analytics in banking.,1,Marketing Analytics Manager,Analytics Manager,analytics manager
1141,Ztek Consulting,Technology,high,Data analysis in logistics.,1,Logistics Data Analyst,Operations Analyst,data analyst
1142,Zydus Pharmaceuticals USA,Healthcare,high,Pharmaceutical industry focus.,1,"Director, Portfolio and Launch Management",Other Data/Analytics Role,database analyst
1143,allwhere,Technology,high,IT asset management solutions.,2,Strategic Analytics Manager,Analytics Manager,analytics manager
1144,dentsu,Consulting / Professional Services,medium,Marketing analytics and consulting.,1,"Manager, Support & Operations",Other Data/Analytics Role,market research analyst
1145,eClerx,Other / Unknown,high,Marketing analytics for campaigns.,2,Marketing Analytics Manager,Analytics Manager,analytics manager
1146,eNGINE LLC,Technology,high,Business intelligence development.,1,Business Intelligence Developer,Business Intelligence,business intelligence
1147,"eSolutionsFirst, LLC",Technology,high,Data analysis in IT services.,1,Senior Data Analyst,Data Analyst,data analyst
1148,"eTek IT Services, Inc.",Technology,high,Data analysis in AdTech.,1,Senior Data Analyst,Data Analyst,data analyst
1149,ektello,Technology,high,Business intelligence data analysis.,1,Business Intelligence Data Analyst,Business Intelligence,business intelligence
1150,gates training,Manufacturing,high,Demand planning in manufacturing.,1,Senior Demand Planning Analyst,Other Data/Analytics Role,market research analyst
